Sexo;Provincias;Tasas;Periodo;Total
Ambos sexos;19 Guadalajara;Tasa de paro de la población;2002T1;9,67
Ambos sexos;21 Huelva;Tasa de paro de la población;2021T2;13,38
Ambos sexos;21 Huelva;Tasa de paro de la población;2021T1;20,70
Ambos sexos;21 Huelva;Tasa de paro de la población;2020T4;27,16
Ambos sexos;21 Huelva;Tasa de paro de la población;2020T3;21,96
Ambos sexos;21 Huelva;Tasa de paro de la población;2020T2;13,85
Ambos sexos;21 Huelva;Tasa de paro de la población;2020T1;19,42
Ambos sexos;21 Huelva;Tasa de paro de la población;2019T4;23,57
Ambos sexos;21 Huelva;Tasa de paro de la población;2019T3;22,83
Ambos sexos;21 Huelva;Tasa de paro de la población;2019T2;18,41
Ambos sexos;21 Huelva;Tasa de paro de la población;2019T1;22,96
Ambos sexos;21 Huelva;Tasa de paro de la población;2018T4;22,79
Ambos sexos;21 Huelva;Tasa de paro de la población;2018T3;25,98
Ambos sexos;21 Huelva;Tasa de paro de la población;2018T2;20,91
Ambos sexos;21 Huelva;Tasa de paro de la población;2018T1;21,99
Ambos sexos;21 Huelva;Tasa de paro de la población;2017T4;23,40
Ambos sexos;21 Huelva;Tasa de paro de la población;2017T3;25,92
Ambos sexos;21 Huelva;Tasa de paro de la población;2017T2;20,59
Ambos sexos;21 Huelva;Tasa de paro de la población;2017T1;26,22
Ambos sexos;21 Huelva;Tasa de paro de la población;2016T4;28,89
Ambos sexos;21 Huelva;Tasa de paro de la población;2016T3;29,64
Ambos sexos;21 Huelva;Tasa de paro de la población;2016T2;26,62
Ambos sexos;21 Huelva;Tasa de paro de la población;2016T1;30,99
Ambos sexos;21 Huelva;Tasa de paro de la población;2015T4;32,65
Ambos sexos;21 Huelva;Tasa de paro de la población;2015T3;30,86
Ambos sexos;21 Huelva;Tasa de paro de la población;2015T2;26,85
Ambos sexos;21 Huelva;Tasa de paro de la población;2015T1;28,69
Ambos sexos;21 Huelva;Tasa de paro de la población;2014T4;35,26
Ambos sexos;21 Huelva;Tasa de paro de la población;2014T3;35,97
Ambos sexos;21 Huelva;Tasa de paro de la población;2014T2;28,14
Ambos sexos;21 Huelva;Tasa de paro de la población;2014T1;28,44
Ambos sexos;21 Huelva;Tasa de paro de la población;2013T4;31,37
Ambos sexos;21 Huelva;Tasa de paro de la población;2013T3;35,12
Ambos sexos;21 Huelva;Tasa de paro de la población;2013T2;31,88
Ambos sexos;21 Huelva;Tasa de paro de la población;2013T1;40,94
Ambos sexos;21 Huelva;Tasa de paro de la población;2012T4;36,52
Ambos sexos;21 Huelva;Tasa de paro de la población;2012T3;36,40
Ambos sexos;21 Huelva;Tasa de paro de la población;2012T2;31,57
Ambos sexos;21 Huelva;Tasa de paro de la población;2012T1;34,63
Ambos sexos;21 Huelva;Tasa de paro de la población;2011T4;34,26
Ambos sexos;21 Huelva;Tasa de paro de la población;2011T3;32,37
Ambos sexos;21 Huelva;Tasa de paro de la población;2011T2;25,70
Ambos sexos;21 Huelva;Tasa de paro de la población;2011T1;32,63
Ambos sexos;21 Huelva;Tasa de paro de la población;2010T4;30,05
Ambos sexos;21 Huelva;Tasa de paro de la población;2010T3;29,15
Ambos sexos;21 Huelva;Tasa de paro de la población;2010T2;23,62
Ambos sexos;21 Huelva;Tasa de paro de la población;2010T1;26,40
Ambos sexos;21 Huelva;Tasa de paro de la población;2009T4;23,83
Ambos sexos;21 Huelva;Tasa de paro de la población;2009T3;22,12
Ambos sexos;21 Huelva;Tasa de paro de la población;2009T2;20,38
Ambos sexos;21 Huelva;Tasa de paro de la población;2009T1;23,69
Ambos sexos;21 Huelva;Tasa de paro de la población;2008T4;21,10
Ambos sexos;21 Huelva;Tasa de paro de la población;2008T3;19,57
Ambos sexos;21 Huelva;Tasa de paro de la población;2008T2;14,74
Ambos sexos;21 Huelva;Tasa de paro de la población;2008T1;15,41
Ambos sexos;21 Huelva;Tasa de paro de la población;2007T4;16,72
Ambos sexos;21 Huelva;Tasa de paro de la población;2007T3;14,46
Ambos sexos;21 Huelva;Tasa de paro de la población;2007T2;10,86
Ambos sexos;21 Huelva;Tasa de paro de la población;2007T1;14,06
Ambos sexos;21 Huelva;Tasa de paro de la población;2006T4;13,45
Ambos sexos;21 Huelva;Tasa de paro de la población;2006T3;14,11
Ambos sexos;21 Huelva;Tasa de paro de la población;2006T2;12,13
Ambos sexos;21 Huelva;Tasa de paro de la población;2006T1;16,66
Ambos sexos;21 Huelva;Tasa de paro de la población;2005T4;16,52
Ambos sexos;21 Huelva;Tasa de paro de la población;2005T3;16,85
Ambos sexos;21 Huelva;Tasa de paro de la población;2005T2;14,29
Ambos sexos;21 Huelva;Tasa de paro de la población;2005T1;15,07
Ambos sexos;21 Huelva;Tasa de paro de la población;2004T4;17,84
Ambos sexos;21 Huelva;Tasa de paro de la población;2004T3;18,07
Ambos sexos;21 Huelva;Tasa de paro de la población;2004T2;12,74
Ambos sexos;21 Huelva;Tasa de paro de la población;2004T1;15,66
Ambos sexos;21 Huelva;Tasa de paro de la población;2003T4;18,58
Ambos sexos;21 Huelva;Tasa de paro de la población;2003T3;23,11
Ambos sexos;21 Huelva;Tasa de paro de la población;2003T2;19,08
Ambos sexos;21 Huelva;Tasa de paro de la población;2003T1;18,98
Ambos sexos;21 Huelva;Tasa de paro de la población;2002T4;22,93
Ambos sexos;21 Huelva;Tasa de paro de la población;2002T3;25,81
Ambos sexos;21 Huelva;Tasa de paro de la población;2002T2;19,72
Ambos sexos;21 Huelva;Tasa de paro de la población;2002T1;17,30
Ambos sexos;22 Huesca;Tasa de paro de la población;2021T2;6,75
Ambos sexos;22 Huesca;Tasa de paro de la población;2021T1;9,11
Ambos sexos;22 Huesca;Tasa de paro de la población;2020T4;12,46
Ambos sexos;22 Huesca;Tasa de paro de la población;2020T3;10,83
Ambos sexos;22 Huesca;Tasa de paro de la población;2020T2;10,78
Ambos sexos;22 Huesca;Tasa de paro de la población;2020T1;8,96
Ambos sexos;22 Huesca;Tasa de paro de la población;2019T4;9,59
Ambos sexos;22 Huesca;Tasa de paro de la población;2019T3;7,88
Ambos sexos;22 Huesca;Tasa de paro de la población;2019T2;9,45
Ambos sexos;22 Huesca;Tasa de paro de la población;2019T1;9,17
Ambos sexos;22 Huesca;Tasa de paro de la población;2018T4;9,94
Ambos sexos;22 Huesca;Tasa de paro de la población;2018T3;8,28
Ambos sexos;22 Huesca;Tasa de paro de la población;2018T2;9,99
Ambos sexos;22 Huesca;Tasa de paro de la población;2018T1;9,83
Ambos sexos;22 Huesca;Tasa de paro de la población;2017T4;8,12
Ambos sexos;22 Huesca;Tasa de paro de la población;2017T3;6,25
Ambos sexos;22 Huesca;Tasa de paro de la población;2017T2;10,31
Ambos sexos;22 Huesca;Tasa de paro de la población;2017T1;11,51
Ambos sexos;22 Huesca;Tasa de paro de la población;2016T4;12,44
Ambos sexos;22 Huesca;Tasa de paro de la población;2016T3;10,47
Ambos sexos;22 Huesca;Tasa de paro de la población;2016T2;13,25
Ambos sexos;22 Huesca;Tasa de paro de la población;2016T1;14,00
Ambos sexos;22 Huesca;Tasa de paro de la población;2015T4;12,38
Ambos sexos;22 Huesca;Tasa de paro de la población;2015T3;13,79
Ambos sexos;22 Huesca;Tasa de paro de la población;2015T2;15,83
Ambos sexos;22 Huesca;Tasa de paro de la población;2015T1;15,89
Ambos sexos;22 Huesca;Tasa de paro de la población;2014T4;16,94
Ambos sexos;22 Huesca;Tasa de paro de la población;2014T3;14,07
Ambos sexos;22 Huesca;Tasa de paro de la población;2014T2;16,90
Ambos sexos;22 Huesca;Tasa de paro de la población;2014T1;20,91
Ambos sexos;22 Huesca;Tasa de paro de la población;2013T4;19,61
Ambos sexos;22 Huesca;Tasa de paro de la población;2013T3;14,38
Ambos sexos;22 Huesca;Tasa de paro de la población;2013T2;17,88
Ambos sexos;22 Huesca;Tasa de paro de la población;2013T1;16,79
Ambos sexos;22 Huesca;Tasa de paro de la población;2012T4;14,35
Ambos sexos;22 Huesca;Tasa de paro de la población;2012T3;13,90
Ambos sexos;22 Huesca;Tasa de paro de la población;2012T2;14,68
Ambos sexos;22 Huesca;Tasa de paro de la población;2012T1;15,43
Ambos sexos;22 Huesca;Tasa de paro de la población;2011T4;13,98
Ambos sexos;22 Huesca;Tasa de paro de la población;2011T3;11,19
Ambos sexos;22 Huesca;Tasa de paro de la población;2011T2;14,57
Ambos sexos;22 Huesca;Tasa de paro de la población;2011T1;13,64
Ambos sexos;22 Huesca;Tasa de paro de la población;2010T4;12,65
Ambos sexos;22 Huesca;Tasa de paro de la población;2010T3;11,17
Ambos sexos;22 Huesca;Tasa de paro de la población;2010T2;14,16
Ambos sexos;22 Huesca;Tasa de paro de la población;2010T1;13,87
Ambos sexos;22 Huesca;Tasa de paro de la población;2009T4;11,68
Ambos sexos;22 Huesca;Tasa de paro de la población;2009T3;11,23
Ambos sexos;22 Huesca;Tasa de paro de la población;2009T2;9,96
Ambos sexos;22 Huesca;Tasa de paro de la población;2009T1;10,44
Ambos sexos;22 Huesca;Tasa de paro de la población;2008T4;6,64
Ambos sexos;22 Huesca;Tasa de paro de la población;2008T3;4,36
Ambos sexos;22 Huesca;Tasa de paro de la población;2008T2;5,54
Ambos sexos;22 Huesca;Tasa de paro de la población;2008T1;5,20
Ambos sexos;22 Huesca;Tasa de paro de la población;2007T4;4,59
Ambos sexos;22 Huesca;Tasa de paro de la población;2007T3;3,21
Ambos sexos;22 Huesca;Tasa de paro de la población;2007T2;4,28
Ambos sexos;22 Huesca;Tasa de paro de la población;2007T1;4,07
Ambos sexos;22 Huesca;Tasa de paro de la población;2006T4;5,24
Ambos sexos;22 Huesca;Tasa de paro de la población;2006T3;5,58
Ambos sexos;22 Huesca;Tasa de paro de la población;2006T2;4,75
Ambos sexos;22 Huesca;Tasa de paro de la población;2006T1;6,42
Ambos sexos;22 Huesca;Tasa de paro de la población;2005T4;6,75
Ambos sexos;22 Huesca;Tasa de paro de la población;2005T3;6,03
Ambos sexos;22 Huesca;Tasa de paro de la población;2005T2;7,00
Ambos sexos;22 Huesca;Tasa de paro de la población;2005T1;7,43
Ambos sexos;22 Huesca;Tasa de paro de la población;2004T4;5,83
Ambos sexos;22 Huesca;Tasa de paro de la población;2004T3;4,42
Ambos sexos;22 Huesca;Tasa de paro de la población;2004T2;5,68
Ambos sexos;22 Huesca;Tasa de paro de la población;2004T1;5,73
Ambos sexos;22 Huesca;Tasa de paro de la población;2003T4;4,30
Ambos sexos;22 Huesca;Tasa de paro de la población;2003T3;4,46
Ambos sexos;22 Huesca;Tasa de paro de la población;2003T2;2,10
Ambos sexos;22 Huesca;Tasa de paro de la población;2003T1;4,48
Ambos sexos;22 Huesca;Tasa de paro de la población;2002T4;3,57
Ambos sexos;22 Huesca;Tasa de paro de la población;2002T3;3,64
Ambos sexos;22 Huesca;Tasa de paro de la población;2002T2;4,82
Ambos sexos;22 Huesca;Tasa de paro de la población;2002T1;5,32
Ambos sexos;23 Jaén;Tasa de paro de la población;2021T2;24,25
Ambos sexos;23 Jaén;Tasa de paro de la población;2021T1;20,14
Ambos sexos;23 Jaén;Tasa de paro de la población;2020T4;22,75
Ambos sexos;23 Jaén;Tasa de paro de la población;2020T3;27,44
Ambos sexos;23 Jaén;Tasa de paro de la población;2020T2;25,63
Ambos sexos;23 Jaén;Tasa de paro de la población;2020T1;20,16
Ambos sexos;23 Jaén;Tasa de paro de la población;2019T4;20,11
Ambos sexos;23 Jaén;Tasa de paro de la población;2019T3;24,26
Ambos sexos;23 Jaén;Tasa de paro de la población;2019T2;24,44
Ambos sexos;23 Jaén;Tasa de paro de la población;2019T1;20,35
Ambos sexos;23 Jaén;Tasa de paro de la población;2018T4;21,70
Ambos sexos;23 Jaén;Tasa de paro de la población;2018T3;23,18
Ambos sexos;23 Jaén;Tasa de paro de la población;2018T2;24,70
Ambos sexos;23 Jaén;Tasa de paro de la población;2018T1;22,47
Ambos sexos;23 Jaén;Tasa de paro de la población;2017T4;23,86
Ambos sexos;23 Jaén;Tasa de paro de la población;2017T3;27,01
Ambos sexos;23 Jaén;Tasa de paro de la población;2017T2;30,76
Ambos sexos;23 Jaén;Tasa de paro de la población;2017T1;25,39
Ambos sexos;23 Jaén;Tasa de paro de la población;2016T4;30,57
Ambos sexos;23 Jaén;Tasa de paro de la población;2016T3;33,22
Ambos sexos;23 Jaén;Tasa de paro de la población;2016T2;34,85
Ambos sexos;23 Jaén;Tasa de paro de la población;2016T1;29,73
Ambos sexos;23 Jaén;Tasa de paro de la población;2015T4;30,84
Ambos sexos;23 Jaén;Tasa de paro de la población;2015T3;35,38
Ambos sexos;23 Jaén;Tasa de paro de la población;2015T2;34,56
Ambos sexos;23 Jaén;Tasa de paro de la población;2015T1;35,47
Ambos sexos;23 Jaén;Tasa de paro de la población;2014T4;33,33
Ambos sexos;23 Jaén;Tasa de paro de la población;2014T3;35,80
Ambos sexos;23 Jaén;Tasa de paro de la población;2014T2;35,72
Ambos sexos;23 Jaén;Tasa de paro de la población;2014T1;28,28
Ambos sexos;23 Jaén;Tasa de paro de la población;2013T4;36,35
Ambos sexos;23 Jaén;Tasa de paro de la población;2013T3;40,16
Ambos sexos;23 Jaén;Tasa de paro de la población;2013T2;40,47
Ambos sexos;23 Jaén;Tasa de paro de la población;2013T1;40,45
Ambos sexos;23 Jaén;Tasa de paro de la población;2012T4;36,30
Ambos sexos;23 Jaén;Tasa de paro de la población;2012T3;38,63
Ambos sexos;23 Jaén;Tasa de paro de la población;2012T2;36,90
Ambos sexos;23 Jaén;Tasa de paro de la población;2012T1;31,42
Ambos sexos;23 Jaén;Tasa de paro de la población;2011T4;28,22
Ambos sexos;23 Jaén;Tasa de paro de la población;2011T3;31,64
Ambos sexos;23 Jaén;Tasa de paro de la población;2011T2;29,96
Ambos sexos;23 Jaén;Tasa de paro de la población;2011T1;22,48
Ambos sexos;23 Jaén;Tasa de paro de la población;2010T4;25,84
Ambos sexos;23 Jaén;Tasa de paro de la población;2010T3;27,03
Ambos sexos;23 Jaén;Tasa de paro de la población;2010T2;27,32
Ambos sexos;23 Jaén;Tasa de paro de la población;2010T1;20,01
Ambos sexos;23 Jaén;Tasa de paro de la población;2009T4;24,87
Ambos sexos;23 Jaén;Tasa de paro de la población;2009T3;26,56
Ambos sexos;23 Jaén;Tasa de paro de la población;2009T2;24,69
Ambos sexos;23 Jaén;Tasa de paro de la población;2009T1;18,19
Ambos sexos;23 Jaén;Tasa de paro de la población;2008T4;19,89
Ambos sexos;23 Jaén;Tasa de paro de la población;2008T3;17,76
Ambos sexos;23 Jaén;Tasa de paro de la población;2008T2;16,30
Ambos sexos;23 Jaén;Tasa de paro de la población;2008T1;11,98
Ambos sexos;23 Jaén;Tasa de paro de la población;2007T4;14,63
Ambos sexos;23 Jaén;Tasa de paro de la población;2007T3;14,54
Ambos sexos;23 Jaén;Tasa de paro de la población;2007T2;12,02
Ambos sexos;23 Jaén;Tasa de paro de la población;2007T1;11,02
Ambos sexos;23 Jaén;Tasa de paro de la población;2006T4;12,86
Ambos sexos;23 Jaén;Tasa de paro de la población;2006T3;13,09
Ambos sexos;23 Jaén;Tasa de paro de la población;2006T2;13,95
Ambos sexos;23 Jaén;Tasa de paro de la población;2006T1;14,65
Ambos sexos;23 Jaén;Tasa de paro de la población;2005T4;17,04
Ambos sexos;23 Jaén;Tasa de paro de la población;2005T3;15,43
Ambos sexos;23 Jaén;Tasa de paro de la población;2005T2;17,33
Ambos sexos;23 Jaén;Tasa de paro de la población;2005T1;14,03
Ambos sexos;23 Jaén;Tasa de paro de la población;2004T4;18,46
Ambos sexos;23 Jaén;Tasa de paro de la población;2004T3;19,74
Ambos sexos;23 Jaén;Tasa de paro de la población;2004T2;20,45
Ambos sexos;23 Jaén;Tasa de paro de la población;2004T1;14,33
Ambos sexos;23 Jaén;Tasa de paro de la población;2003T4;18,08
Ambos sexos;23 Jaén;Tasa de paro de la población;2003T3;20,06
Ambos sexos;23 Jaén;Tasa de paro de la población;2003T2;21,57
Ambos sexos;23 Jaén;Tasa de paro de la población;2003T1;15,81
Ambos sexos;23 Jaén;Tasa de paro de la población;2002T4;19,84
Ambos sexos;23 Jaén;Tasa de paro de la población;2002T3;20,93
Ambos sexos;23 Jaén;Tasa de paro de la población;2002T2;20,01
Ambos sexos;23 Jaén;Tasa de paro de la población;2002T1;12,80
Ambos sexos;24 León;Tasa de paro de la población;2021T2;15,35
Ambos sexos;24 León;Tasa de paro de la población;2021T1;14,12
Ambos sexos;24 León;Tasa de paro de la población;2020T4;12,07
Ambos sexos;24 León;Tasa de paro de la población;2020T3;15,15
Ambos sexos;24 León;Tasa de paro de la población;2020T2;15,35
Ambos sexos;24 León;Tasa de paro de la población;2020T1;15,27
Ambos sexos;24 León;Tasa de paro de la población;2019T4;12,99
Ambos sexos;24 León;Tasa de paro de la población;2019T3;12,43
Ambos sexos;24 León;Tasa de paro de la población;2019T2;12,22
Ambos sexos;24 León;Tasa de paro de la población;2019T1;13,11
Ambos sexos;24 León;Tasa de paro de la población;2018T4;10,66
Ambos sexos;24 León;Tasa de paro de la población;2018T3;10,10
Ambos sexos;24 León;Tasa de paro de la población;2018T2;11,42
Ambos sexos;24 León;Tasa de paro de la población;2018T1;14,88
Ambos sexos;24 León;Tasa de paro de la población;2017T4;14,93
Ambos sexos;24 León;Tasa de paro de la población;2017T3;15,88
Ambos sexos;24 León;Tasa de paro de la población;2017T2;16,23
Ambos sexos;24 León;Tasa de paro de la población;2017T1;18,57
Ambos sexos;24 León;Tasa de paro de la población;2016T4;18,69
Ambos sexos;24 León;Tasa de paro de la población;2016T3;17,15
Ambos sexos;24 León;Tasa de paro de la población;2016T2;19,58
Ambos sexos;24 León;Tasa de paro de la población;2016T1;21,45
Ambos sexos;24 León;Tasa de paro de la población;2015T4;20,31
Ambos sexos;24 León;Tasa de paro de la población;2015T3;19,93
Ambos sexos;24 León;Tasa de paro de la población;2015T2;20,75
Ambos sexos;24 León;Tasa de paro de la población;2015T1;24,00
Ambos sexos;24 León;Tasa de paro de la población;2014T4;22,65
Ambos sexos;24 León;Tasa de paro de la población;2014T3;22,48
Ambos sexos;24 León;Tasa de paro de la población;2014T2;25,71
Ambos sexos;24 León;Tasa de paro de la población;2014T1;26,48
Ambos sexos;24 León;Tasa de paro de la población;2013T4;24,39
Ambos sexos;24 León;Tasa de paro de la población;2013T3;22,69
Ambos sexos;24 León;Tasa de paro de la población;2013T2;24,06
Ambos sexos;24 León;Tasa de paro de la población;2013T1;24,43
Ambos sexos;24 León;Tasa de paro de la población;2012T4;23,42
Ambos sexos;24 León;Tasa de paro de la población;2012T3;21,92
Ambos sexos;24 León;Tasa de paro de la población;2012T2;20,65
Ambos sexos;24 León;Tasa de paro de la población;2012T1;20,01
Ambos sexos;24 León;Tasa de paro de la población;2011T4;17,83
Ambos sexos;24 León;Tasa de paro de la población;2011T3;15,75
Ambos sexos;24 León;Tasa de paro de la población;2011T2;17,16
Ambos sexos;24 León;Tasa de paro de la población;2011T1;18,06
Ambos sexos;24 León;Tasa de paro de la población;2010T4;16,34
Ambos sexos;24 León;Tasa de paro de la población;2010T3;15,22
Ambos sexos;24 León;Tasa de paro de la población;2010T2;15,75
Ambos sexos;24 León;Tasa de paro de la población;2010T1;17,28
Ambos sexos;24 León;Tasa de paro de la población;2009T4;15,07
Ambos sexos;24 León;Tasa de paro de la población;2009T3;14,32
Ambos sexos;24 León;Tasa de paro de la población;2009T2;14,95
Ambos sexos;24 León;Tasa de paro de la población;2009T1;14,13
Ambos sexos;24 León;Tasa de paro de la población;2008T4;10,47
Ambos sexos;24 León;Tasa de paro de la población;2008T3;9,54
Ambos sexos;24 León;Tasa de paro de la población;2008T2;10,11
Ambos sexos;24 León;Tasa de paro de la población;2008T1;8,01
Ambos sexos;24 León;Tasa de paro de la población;2007T4;7,63
Ambos sexos;24 León;Tasa de paro de la población;2007T3;7,70
Ambos sexos;24 León;Tasa de paro de la población;2007T2;7,18
Ambos sexos;24 León;Tasa de paro de la población;2007T1;8,24
Ambos sexos;24 León;Tasa de paro de la población;2006T4;7,75
Ambos sexos;24 León;Tasa de paro de la población;2006T3;8,31
Ambos sexos;24 León;Tasa de paro de la población;2006T2;9,38
Ambos sexos;24 León;Tasa de paro de la población;2006T1;10,28
Ambos sexos;24 León;Tasa de paro de la población;2005T4;10,77
Ambos sexos;24 León;Tasa de paro de la población;2005T3;9,64
Ambos sexos;24 León;Tasa de paro de la población;2005T2;10,43
Ambos sexos;24 León;Tasa de paro de la población;2005T1;12,54
Ambos sexos;24 León;Tasa de paro de la población;2004T4;9,04
Ambos sexos;24 León;Tasa de paro de la población;2004T3;8,56
Ambos sexos;24 León;Tasa de paro de la población;2004T2;8,34
Ambos sexos;24 León;Tasa de paro de la población;2004T1;7,41
Ambos sexos;24 León;Tasa de paro de la población;2003T4;7,76
Ambos sexos;24 León;Tasa de paro de la población;2003T3;9,64
Ambos sexos;24 León;Tasa de paro de la población;2003T2;11,20
Ambos sexos;24 León;Tasa de paro de la población;2003T1;9,52
Ambos sexos;24 León;Tasa de paro de la población;2002T4;9,19
Ambos sexos;24 León;Tasa de paro de la población;2002T3;10,39
Ambos sexos;24 León;Tasa de paro de la población;2002T2;10,50
Ambos sexos;24 León;Tasa de paro de la población;2002T1;11,66
Ambos sexos;25 Lleida;Tasa de paro de la población;2021T2;9,95
Ambos sexos;25 Lleida;Tasa de paro de la población;2021T1;11,96
Ambos sexos;25 Lleida;Tasa de paro de la población;2020T4;10,98
Ambos sexos;25 Lleida;Tasa de paro de la población;2020T3;9,77
Ambos sexos;25 Lleida;Tasa de paro de la población;2020T2;9,13
Ambos sexos;25 Lleida;Tasa de paro de la población;2020T1;7,55
Ambos sexos;25 Lleida;Tasa de paro de la población;2019T4;9,31
Ambos sexos;25 Lleida;Tasa de paro de la población;2019T3;8,37
Ambos sexos;25 Lleida;Tasa de paro de la población;2019T2;10,09
Ambos sexos;25 Lleida;Tasa de paro de la población;2019T1;10,93
Ambos sexos;25 Lleida;Tasa de paro de la población;2018T4;12,21
Ambos sexos;25 Lleida;Tasa de paro de la población;2018T3;8,61
Ambos sexos;25 Lleida;Tasa de paro de la población;2018T2;10,81
Ambos sexos;25 Lleida;Tasa de paro de la población;2018T1;10,55
Ambos sexos;25 Lleida;Tasa de paro de la población;2017T4;11,40
Ambos sexos;25 Lleida;Tasa de paro de la población;2017T3;11,39
Ambos sexos;25 Lleida;Tasa de paro de la población;2017T2;12,32
Ambos sexos;25 Lleida;Tasa de paro de la población;2017T1;11,57
Ambos sexos;25 Lleida;Tasa de paro de la población;2016T4;10,59
Ambos sexos;25 Lleida;Tasa de paro de la población;2016T3;9,30
Ambos sexos;25 Lleida;Tasa de paro de la población;2016T2;11,44
Ambos sexos;25 Lleida;Tasa de paro de la población;2016T1;15,18
Ambos sexos;25 Lleida;Tasa de paro de la población;2015T4;14,26
Ambos sexos;25 Lleida;Tasa de paro de la población;2015T3;14,04
Ambos sexos;25 Lleida;Tasa de paro de la población;2015T2;14,94
Ambos sexos;25 Lleida;Tasa de paro de la población;2015T1;16,91
Ambos sexos;25 Lleida;Tasa de paro de la población;2014T4;14,46
Ambos sexos;25 Lleida;Tasa de paro de la población;2014T3;13,52
Ambos sexos;25 Lleida;Tasa de paro de la población;2014T2;15,81
Ambos sexos;25 Lleida;Tasa de paro de la población;2014T1;16,39
Ambos sexos;25 Lleida;Tasa de paro de la población;2013T4;16,05
Ambos sexos;25 Lleida;Tasa de paro de la población;2013T3;14,79
Ambos sexos;25 Lleida;Tasa de paro de la población;2013T2;18,61
Ambos sexos;25 Lleida;Tasa de paro de la población;2013T1;16,44
Ambos sexos;25 Lleida;Tasa de paro de la población;2012T4;17,94
Ambos sexos;25 Lleida;Tasa de paro de la población;2012T3;15,32
Ambos sexos;25 Lleida;Tasa de paro de la población;2012T2;19,18
Ambos sexos;25 Lleida;Tasa de paro de la población;2012T1;18,89
Ambos sexos;25 Lleida;Tasa de paro de la población;2011T4;17,23
Ambos sexos;25 Lleida;Tasa de paro de la población;2011T3;13,13
Ambos sexos;25 Lleida;Tasa de paro de la población;2011T2;12,63
Ambos sexos;25 Lleida;Tasa de paro de la población;2011T1;12,13
Ambos sexos;25 Lleida;Tasa de paro de la población;2010T4;14,54
Ambos sexos;25 Lleida;Tasa de paro de la población;2010T3;14,21
Ambos sexos;25 Lleida;Tasa de paro de la población;2010T2;15,24
Ambos sexos;25 Lleida;Tasa de paro de la población;2010T1;14,55
Ambos sexos;25 Lleida;Tasa de paro de la población;2009T4;12,84
Ambos sexos;25 Lleida;Tasa de paro de la población;2009T3;13,15
Ambos sexos;25 Lleida;Tasa de paro de la población;2009T2;9,27
Ambos sexos;25 Lleida;Tasa de paro de la población;2009T1;10,98
Ambos sexos;25 Lleida;Tasa de paro de la población;2008T4;9,40
Ambos sexos;25 Lleida;Tasa de paro de la población;2008T3;6,97
Ambos sexos;25 Lleida;Tasa de paro de la población;2008T2;5,13
Ambos sexos;25 Lleida;Tasa de paro de la población;2008T1;4,72
Ambos sexos;25 Lleida;Tasa de paro de la población;2007T4;3,17
Ambos sexos;25 Lleida;Tasa de paro de la población;2007T3;3,02
Ambos sexos;25 Lleida;Tasa de paro de la población;2007T2;2,48
Ambos sexos;25 Lleida;Tasa de paro de la población;2007T1;3,46
Ambos sexos;25 Lleida;Tasa de paro de la población;2006T4;4,16
Ambos sexos;25 Lleida;Tasa de paro de la población;2006T3;6,54
Ambos sexos;25 Lleida;Tasa de paro de la población;2006T2;8,28
Ambos sexos;25 Lleida;Tasa de paro de la población;2006T1;6,59
Ambos sexos;25 Lleida;Tasa de paro de la población;2005T4;6,86
Ambos sexos;25 Lleida;Tasa de paro de la población;2005T3;6,80
Ambos sexos;25 Lleida;Tasa de paro de la población;2005T2;6,16
Ambos sexos;25 Lleida;Tasa de paro de la población;2005T1;4,88
Ambos sexos;25 Lleida;Tasa de paro de la población;2004T4;5,25
Ambos sexos;25 Lleida;Tasa de paro de la población;2004T3;3,47
Ambos sexos;25 Lleida;Tasa de paro de la población;2004T2;5,85
Ambos sexos;25 Lleida;Tasa de paro de la población;2004T1;4,21
Ambos sexos;25 Lleida;Tasa de paro de la población;2003T4;5,90
Ambos sexos;25 Lleida;Tasa de paro de la población;2003T3;6,42
Ambos sexos;25 Lleida;Tasa de paro de la población;2003T2;6,34
Ambos sexos;25 Lleida;Tasa de paro de la población;2003T1;3,97
Ambos sexos;25 Lleida;Tasa de paro de la población;2002T4;6,03
Ambos sexos;25 Lleida;Tasa de paro de la población;2002T3;6,67
Ambos sexos;25 Lleida;Tasa de paro de la población;2002T2;6,62
Ambos sexos;25 Lleida;Tasa de paro de la población;2002T1;6,62
Ambos sexos;27 Lugo;Tasa de paro de la población;2021T2;9,83
Ambos sexos;27 Lugo;Tasa de paro de la población;2021T1;8,82
Ambos sexos;27 Lugo;Tasa de paro de la población;2020T4;8,25
Ambos sexos;27 Lugo;Tasa de paro de la población;2020T3;9,05
Ambos sexos;27 Lugo;Tasa de paro de la población;2020T2;9,22
Ambos sexos;27 Lugo;Tasa de paro de la población;2020T1;8,63
Ambos sexos;27 Lugo;Tasa de paro de la población;2019T4;9,79
Ambos sexos;27 Lugo;Tasa de paro de la población;2019T3;8,60
Ambos sexos;27 Lugo;Tasa de paro de la población;2019T2;8,15
Ambos sexos;27 Lugo;Tasa de paro de la población;2019T1;8,91
Ambos sexos;27 Lugo;Tasa de paro de la población;2018T4;9,16
Ambos sexos;27 Lugo;Tasa de paro de la población;2018T3;8,34
Ambos sexos;27 Lugo;Tasa de paro de la población;2018T2;9,58
Ambos sexos;27 Lugo;Tasa de paro de la población;2018T1;9,67
